Time(Iteration),LinUCBCoTheta,CoLinCoTheta,CoLinTheta,,,,,
0,0.7413192731225559,0.7394985325642712,0.9829036663261782,,,,,
1,0.7164966903684716,0.60951268516315,0.8693511485556579,,,,,
2,0.6820121729338169,0.5176692227385342,0.8054817269557377,,,,,
3,0.6612300451518603,0.4905371455819504,0.7891315209480667,,,,,
4,0.6364690831669868,0.4721652213247715,0.7725333378288333,,,,,
5,0.6244983340635853,0.4485989803663061,0.7556434724553156,,,,,
6,0.595740672784497,0.43954963120480023,0.7456819532287587,,,,,
7,0.5844885218790409,0.4332302200824638,0.7368680464106873,,,,,
8,0.5492648464992881,0.41298022221859626,0.7255437646035509,,,,,
9,0.5253216139297202,0.39987208422176057,0.7140259351195046,,,,,
10,0.5049275043831922,0.39533280997661746,0.7099159258753085,,,,,
11,0.4931926981115254,0.3775172539727076,0.6980465384494151,,,,,
12,0.47898650589883607,0.36703175262407883,0.6917969711831686,,,,,
13,0.4645050323023461,0.3635059772317469,0.6881809225424143,,,,,
14,0.4463596699273181,0.35797484561445475,0.681299795542643,,,,,
15,0.43186446243493404,0.3502965883119985,0.6716433415939618,,,,,
16,0.4244890169387757,0.34351525543635575,0.668716718220254,,,,,
17,0.4115441688995457,0.3375987276437935,0.6619975538885644,,,,,
18,0.4104306159937229,0.3335782288533566,0.6584855325000606,,,,,
19,0.3891789843458233,0.3299670533062514,0.655000311896049,,,,,
20,0.3818911249640208,0.32608807519922234,0.6503553929244787,,,,,
21,0.3771963438111613,0.32160469382369816,0.64777267963764,,,,,
22,0.37207152935615573,0.32077338867822996,0.6454496067787951,,,,,
23,0.34524551054249825,0.3151054980372746,0.6397066513308609,,,,,
24,0.31663339242148747,0.3047510224326496,0.6310371131430875,,,,,
25,0.3053627705278917,0.29686380641028676,0.6255769668618683,,,,,
26,0.3001357392188711,0.29516607825769986,0.6249387641151406,,,,,
27,0.2815612879742308,0.2895302263472034,0.6238955108147887,,,,,
28,0.27476618683386583,0.28123757007063127,0.6195888482629457,,,,,
29,0.2663165787568372,0.2772040850619623,0.6146354087034791,,,,,
30,0.26287218444950755,0.2755596772668122,0.6111706699855557,,,,,
31,0.2601638196530662,0.27228210953627385,0.6085291780906064,,,,,
32,0.25616795981926355,0.26738540174709446,0.6040655254808299,,,,,
33,0.25261837362088124,0.2649866678084263,0.6022563799074401,,,,,
34,0.2445339574683268,0.26298575075285396,0.6002148633566747,,,,,
35,0.23869988161696448,0.2586085568575155,0.5982357456000187,,,,,
36,0.2336658238857167,0.25728153207090465,0.5961268016752679,,,,,
37,0.2321870712864466,0.2557642812333264,0.5946817570691273,,,,,
38,0.22920657453022067,0.25507123616809413,0.5929585395137135,,,,,
39,0.22711167534392068,0.25401849599248044,0.5913257822385376,,,,,
40,0.20736908704048748,0.2513243140996821,0.5879317303851035,,,,,
41,0.2020026916635039,0.24364135784702096,0.5827087506990761,,,,,
42,0.19848371937389225,0.23968871572698153,0.5795205746149471,,,,,
43,0.18092998192419169,0.23723509965138626,0.5784973397190595,,,,,
44,0.17833974573778624,0.23648575709614414,0.5773033924237417,,,,,
45,0.17787688538224672,0.23592741758508776,0.5759513349068287,,,,,
46,0.1711275345300567,0.23435985263956524,0.5743819736875324,,,,,
47,0.17025998493615893,0.23200732880045774,0.5727315512734353,,,,,
48,0.1699435547605813,0.23059115366922636,0.5708851019419751,,,,,
49,0.16704846753862596,0.23000301740268578,0.5703956186596278,,,,,
50,0.16571899111221972,0.2292218443058,0.56907093058931,,,,,
51,0.16514903455344962,0.22812925797919856,0.5679481379994272,,,,,
52,0.1634889196508083,0.22759361857156532,0.5675954019166236,,,,,
53,0.14955800242711229,0.2260913496424056,0.5653747571643652,,,,,
54,0.14857642026668663,0.2248629529694956,0.5639428507954563,,,,,
55,0.14658718146808075,0.22233784869956646,0.5619818500171306,,,,,
56,0.1463645683353549,0.22099015011668124,0.5602134037224016,,,,,
57,0.14578583861816827,0.22036579212400417,0.5590187524895815,,,,,
58,0.14533007482464766,0.22002660039530092,0.5582845881749752,,,,,
59,0.14366782415990698,0.21964579972492712,0.5566292172873505,,,,,
60,0.13448794678241915,0.21763126239159497,0.5543901959546453,,,,,
61,0.13283287867240878,0.2168150238234841,0.5532013995957606,,,,,
62,0.12902530209760144,0.21709999926659096,0.5527688896447398,,,,,
63,0.12709025231093046,0.21664298295458867,0.5514418528968921,,,,,
64,0.1271264397211198,0.21586820460015566,0.5502637401295629,,,,,
65,0.12481394261990364,0.21477498627861524,0.548801494570293,,,,,
66,0.12465141295849222,0.21409390845176954,0.5481928010064896,,,,,
67,0.1237513724151202,0.21319154440395724,0.5473805665928226,,,,,
68,0.12291433653626979,0.21292817696144573,0.546479959982945,,,,,
69,0.12144623064358029,0.2129742076756463,0.5457335191609356,,,,,
70,0.12114812313384268,0.2128409028271805,0.543296208028429,,,,,
71,0.12022981195363977,0.2111158998512223,0.5418490120971166,,,,,
72,0.11973808592855772,0.21140569816063198,0.5413887187444718,,,,,
73,0.11825354574818055,0.2012456229861451,0.536974371565432,,,,,
74,0.1179349950339769,0.18828817115564173,0.5326664893901769,,,,,
75,0.11702653491709378,0.1866960653188146,0.5313744593672233,,,,,
76,0.11666044566084574,0.1863208274255422,0.5305759884789778,,,,,
77,0.1130881297569131,0.18601745626693703,0.5287778655531332,,,,,
78,0.11308887833815975,0.18474082288871316,0.527897724330747,,,,,
79,0.11192203490264443,0.18427417005251928,0.5271406764713122,,,,,
80,0.11168339308068109,0.18384068062649575,0.526729677853732,,,,,
81,0.11131229321889054,0.18328746239546528,0.526787471586989,,,,,
82,0.11160300834568201,0.18198641613962324,0.5263510448594352,,,,,
83,0.11135815041337975,0.18174171490765545,0.5257656411655394,,,,,
84,0.1103105454402135,0.18105064268865922,0.5251495734276107,,,,,
85,0.11005577077397573,0.18039930202476823,0.5250350129331484,,,,,
86,0.10959259375803913,0.1804657139104009,0.5250778324902499,,,,,
87,0.10894020554201318,0.18019145663009944,0.5245780554506755,,,,,
88,0.10889264108554922,0.17866152820750356,0.5228419074857162,,,,,
89,0.10441977570728248,0.17752968789142168,0.5220459958210215,,,,,
90,0.10393591038368437,0.17696582409096653,0.5205090111177105,,,,,
91,0.10142890455274962,0.17152381135363778,0.5140005411559188,,,,,
92,0.10114448449726401,0.15676528706058296,0.5089778352878926,,,,,
93,0.10186885716097087,0.1567653920462176,0.5084040622629662,,,,,
94,0.10138896282715974,0.15691304377680274,0.5077533927188194,,,,,
95,0.10114578987580977,0.15646429364053088,0.506719180261693,,,,,
96,0.10097885888043963,0.15621944302103866,0.5060695876636163,,,,,
97,0.10114227922992824,0.15589917655784563,0.5052233191824932,,,,,
98,0.10008493992659181,0.15539703017504164,0.5044878978362519,,,,,
99,0.09962987677108899,0.15489220336104959,0.5043037865772411,,,,,
100,0.09968650017974147,0.15440410281966593,0.5029010141731068,,,,,
101,0.09730308747602459,0.15360988561152172,0.5023632512544596,,,,,
102,0.09735238321324599,0.15239779177005014,0.5017610126303452,,,,,
103,0.0970582525095399,0.15224436377834719,0.5009984118518043,,,,,
104,0.09656262607137563,0.15233845569592463,0.5004236310130233,,,,,
105,0.09591574071617821,0.15228705321044889,0.5000216286645079,,,,,
106,0.09274898258755052,0.14927292397687314,0.49702752820690554,,,,,
107,0.09249515683106224,0.14460780874614346,0.49512892276757825,,,,,
108,0.09255814582366062,0.14453486855806844,0.4946137450339819,,,,,
109,0.09165044757855619,0.14439108061505407,0.4937862514344931,,,,,
110,0.091843136229131,0.14411129345830487,0.4935218246028275,,,,,
111,0.09234851633051838,0.14393464941222373,0.4928503931966386,,,,,
112,0.09210373817376291,0.14461260804765794,0.49269832657924306,,,,,
113,0.09205349700128466,0.14441086387832183,0.49253331509179066,,,,,
114,0.09173210215671157,0.14441364083356215,0.4917754555210114,,,,,
115,0.09156292276283534,0.14376695500591302,0.4907989814585177,,,,,
116,0.0905583799471377,0.14351267848873347,0.49039431184262494,,,,,
117,0.09011184141054045,0.14346818944474674,0.49003390535288444,,,,,
118,0.088903599107031,0.14333903049680893,0.4895222435971715,,,,,
119,0.08787215952442484,0.14315338777701625,0.48893121260525907,,,,,
120,0.08770230807392841,0.14287289727939054,0.48868772364651497,,,,,
121,0.08714131931212435,0.1425012996544157,0.48814568819689336,,,,,
122,0.08681039444903922,0.1420162525131248,0.4877415570479802,,,,,
123,0.08694014515334246,0.1416346813446925,0.48736748318405726,,,,,
124,0.0868750156009437,0.1416196175692303,0.4871142514547683,,,,,
125,0.08687621589013575,0.14144603948608586,0.4869538461644843,,,,,
126,0.08473217339423753,0.12981181341014192,0.4816315166362541,,,,,
127,0.08389140960465881,0.12769403745599264,0.4791028605726912,,,,,
128,0.08340280569104921,0.12759067711367605,0.47901216835547267,,,,,
129,0.08304536571316284,0.12748547101282143,0.4790919371113822,,,,,
130,0.08280533105194801,0.12724853733990596,0.47847119255005366,,,,,
131,0.08263659295958597,0.1266451567813518,0.47745762803829817,,,,,
132,0.08220499335998468,0.1266142814497046,0.47739675408518806,,,,,
133,0.08216800598541128,0.1265966296842948,0.47723879468347324,,,,,
134,0.08226377245556021,0.12622148130552704,0.4769788645104823,,,,,
135,0.08199397932670258,0.1235785974412585,0.4763187657421547,,,,,
136,0.0818499296557022,0.12343888489536703,0.47598641352461035,,,,,
137,0.0813530926268177,0.12338643389628505,0.4752668148268291,,,,,
138,0.0810460236802867,0.12194617885271963,0.47343546303418566,,,,,
139,0.08081461471822335,0.11942573161837193,0.4726492701187996,,,,,
140,0.08068608671983368,0.1192967784555838,0.4723417348735743,,,,,
141,0.08028491481525371,0.11888314107024382,0.4711340803555122,,,,,
142,0.07947223442594899,0.11824547210057704,0.4705147020002788,,,,,
143,0.07774057149138196,0.11764613221100324,0.4697325352785392,,,,,
144,0.07658730878219003,0.11709941718745372,0.46967281189477716,,,,,
145,0.07646891418833601,0.11677859734826582,0.4692428992579539,,,,,
146,0.07649971623764484,0.11651998933521424,0.46863100617701703,,,,,
147,0.07656125194730615,0.11650604195621832,0.46809201621335506,,,,,
148,0.07600047913471832,0.11667335839587648,0.4676262413288493,,,,,
149,0.07582099531988108,0.11553704013921398,0.46637492888776527,,,,,
150,0.07574693804638448,0.1132489865907427,0.4653965348024466,,,,,
151,0.07559771252260723,0.11327316744045593,0.4646982120222204,,,,,
152,0.07574533878847564,0.11274940086508449,0.4646320953355634,,,,,
153,0.0754817202536113,0.11235883391047467,0.4644804093472935,,,,,
154,0.07429142995418195,0.11181439207342769,0.46405257486906437,,,,,
155,0.07314340047002299,0.11152348344581142,0.4637208755554999,,,,,
156,0.07318683125841832,0.11146684086161618,0.4636800724384025,,,,,
157,0.07333181566906506,0.11149873862958559,0.4632986317416181,,,,,
158,0.07318564465407433,0.11144660686992122,0.46298902010022935,,,,,
159,0.07289549858637553,0.11130758530430611,0.46290770231186196,,,,,
160,0.07303589112544012,0.11120059093617277,0.46246541248100365,,,,,
161,0.07258787387044133,0.1105152837410793,0.4616401841582053,,,,,
162,0.07240793175885654,0.1104529925488924,0.4609943779462077,,,,,
163,0.07171276793542969,0.11026654540733043,0.46025556614907914,,,,,
164,0.07142750237492468,0.10996136664559539,0.45996355302633835,,,,,
165,0.0708380975548105,0.10997993206115002,0.45979050928561965,,,,,
166,0.07057446044808093,0.10973681296778523,0.45943249820420273,,,,,
167,0.06939515186619055,0.1091655241078044,0.4595447915921847,,,,,
168,0.06911347296921297,0.10849535571317373,0.45875909500269874,,,,,
169,0.06911071554642359,0.10821265064293357,0.4584490729598348,,,,,
170,0.06904367784909911,0.10779439879042493,0.4575110871876028,,,,,
171,0.0686251445148148,0.107204576692193,0.45680829196997835,,,,,
172,0.06873412121865961,0.10640929453606421,0.45607788901649543,,,,,
173,0.06847170297538333,0.10612989934243952,0.4555694999535101,,,,,
174,0.06854422934469982,0.1060591626201914,0.45549637230601575,,,,,
175,0.06865735025677597,0.1060841727501817,0.4551723979969881,,,,,
176,0.06836193061927628,0.10590425226350735,0.45527216415712346,,,,,
177,0.06811035367144999,0.10591074087326484,0.45484693353197797,,,,,
178,0.06789612351860562,0.10601903592426684,0.45454753791899616,,,,,
179,0.0677420027529549,0.10609020986566405,0.45354460962660276,,,,,
180,0.06761540229461724,0.10607524259455373,0.45315542218236543,,,,,
181,0.06708920903560174,0.10599721918174934,0.4531396960707207,,,,,
182,0.06698957202201773,0.10592701166593992,0.4525917375571458,,,,,
183,0.06688680406636226,0.10585474221282754,0.452056735744587,,,,,
184,0.06679284785552742,0.10590050548301869,0.4517102869306452,,,,,
185,0.0670061008942281,0.10568033764773903,0.4512721397349712,,,,,
186,0.06711616612000379,0.10570031754092497,0.45106901627396423,,,,,
187,0.06694122896546892,0.10553393058814661,0.4502651069713261,,,,,
188,0.06708832564531503,0.10521055000238255,0.4492988397454728,,,,,
189,0.06693349772911916,0.10483873739777368,0.4487682541748833,,,,,
190,0.06681874996684588,0.1045890953572179,0.44846115485430654,,,,,
191,0.06599927721781408,0.10447153270728209,0.44820495536807925,,,,,
192,0.06556571854665891,0.10368217626735377,0.4486865279886382,,,,,
193,0.06553091227189087,0.10284617832967805,0.4484045267377697,,,,,
194,0.06533698373585657,0.10275733131493485,0.4482479580873557,,,,,
195,0.06542891153226299,0.10279139270069904,0.44791694668325616,,,,,
196,0.06527387079185466,0.10261660982186856,0.4475088680312077,,,,,
197,0.06507636892652133,0.10238893010962906,0.44722814895755725,,,,,
198,0.06425110357581255,0.0999638323125476,0.4452131993110956,,,,,
199,0.06384205135953185,0.09928824977433003,0.44415883436974524,,,,,
200,0.06389797951168366,0.09902132995505522,0.44360843734099864,,,,,
201,0.06376818740276102,0.09814582682788857,0.44398470835642,,,,,
202,0.06392876080197908,0.09766059662732475,0.4440455215985767,,,,,
203,0.06347611125348698,0.09647434458879446,0.4432743513578282,,,,,
204,0.06327684372241875,0.09588449246805371,0.44217033880298134,,,,,
205,0.06294474413071234,0.09595082353222277,0.4421690271423418,,,,,
206,0.06295316489435092,0.09591675139151706,0.44207550804984475,,,,,
207,0.06270490623748434,0.09578522337074565,0.44164705097147,,,,,
208,0.06243414715727656,0.0951128099597696,0.4407310498870579,,,,,
209,0.06203230120163872,0.0938888721426461,0.44012725662075275,,,,,
210,0.06193537994784094,0.09324752012692586,0.4393088786826193,,,,,
211,0.06127809959315901,0.0926695147943187,0.4389446313538218,,,,,
212,0.061237308832544565,0.09248823187502665,0.4387330350631104,,,,,
213,0.06012141277595092,0.09092145069668729,0.4384215780435903,,,,,
214,0.059914467856022446,0.08975429485951013,0.43720378655046066,,,,,
215,0.05960534391980497,0.08964017327663407,0.43688782698795636,,,,,
216,0.05939810189380181,0.08948868266412696,0.436080203872727,,,,,
217,0.059414659418320616,0.08941172746390878,0.43585289111955827,,,,,
218,0.05949220663392733,0.08943365495800214,0.4353405017767666,,,,,
219,0.059370416837098094,0.08934915161403856,0.4351096757133964,,,,,
220,0.058677106577463875,0.08880668795666272,0.4344599848632752,,,,,
221,0.0581957941775207,0.08862314068813207,0.4338766762622927,,,,,
222,0.05803186718011888,0.08806033647764377,0.4334891166627159,,,,,
223,0.05779595918953708,0.08790966040764644,0.43275592037780425,,,,,
224,0.05756390602479873,0.08792157095678654,0.43246006652091984,,,,,
225,0.05735786926163019,0.08800316439546395,0.432481389379364,,,,,
226,0.0575036485678669,0.08798275062517465,0.43247189920958673,,,,,
227,0.05722461324241,0.0879927512788521,0.43214371028565524,,,,,
228,0.05632378547016046,0.08773009237447263,0.43163623136299895,,,,,
229,0.056320734878984625,0.08770007040986064,0.4313767370461926,,,,,
230,0.05555087792630574,0.08685809891274081,0.4297196428445275,,,,,
231,0.05574965014966975,0.08669493808218794,0.4297920215799051,,,,,
232,0.05592613186038774,0.08654784775713073,0.42951799162523924,,,,,
233,0.056072021743868494,0.08651290918491607,0.42953236106741377,,,,,
234,0.05583960343523249,0.0866772589563335,0.42908227780714536,,,,,
235,0.055922848741595685,0.08680223208591362,0.42894962262347464,,,,,
236,0.05583143153877057,0.08688677753410093,0.42912630762850706,,,,,
237,0.055853402298978984,0.08693639978746952,0.42911861765609693,,,,,
238,0.05590589114075186,0.08690086600156713,0.428892207885604,,,,,
239,0.055793761163677624,0.08693595079761215,0.4289342906543185,,,,,
240,0.05590635548854671,0.08692061313683208,0.42885817162835294,,,,,
241,0.05571456962765673,0.08685316843327937,0.4283056338993519,,,,,
242,0.05564255164732636,0.08689034554973393,0.4280374755591909,,,,,
243,0.05570262875180424,0.0867976443801149,0.4277955855461692,,,,,
244,0.055598602170953325,0.08674402557907697,0.42758772656304495,,,,,
245,0.05542153243852853,0.08656172006790666,0.4273219709511561,,,,,
246,0.05535378562137947,0.08648403738220557,0.42712942709622714,,,,,
247,0.05524757084639074,0.08648413936957176,0.42688606264555223,,,,,
248,0.055256144816362984,0.0864754001712776,0.4269341338236135,,,,,
249,0.05513775973799136,0.08636469868514471,0.42671346439795615,,,,,
250,0.05460487648594927,0.0861509001087585,0.4260966838938146,,,,,
251,0.0545948605838225,0.08600648080780943,0.42584636776582985,,,,,
252,0.054097106509432016,0.08585456152449909,0.42577720456585605,,,,,
253,0.054113242308503264,0.08574816264333705,0.4255738251472863,,,,,
254,0.054059514692452404,0.08572475361582757,0.4255154356210116,,,,,
255,0.053882740145602695,0.08554577000454902,0.4252580359466638,,,,,
256,0.053610989493196856,0.08541691631648118,0.4248722061791333,,,,,
257,0.05349913507147478,0.08532342145847023,0.4246841699552536,,,,,
258,0.05289500270667027,0.08521873008070616,0.4243121908138024,,,,,
259,0.05239567894542742,0.08507793834943808,0.4236850693418742,,,,,
260,0.05240946229317043,0.08497975059795973,0.4234201631978262,,,,,
261,0.05253540448811043,0.0848939367577641,0.42317757911110804,,,,,
262,0.052011259914014965,0.08473855885725155,0.4226456734380287,,,,,
263,0.05179678408328585,0.08453269457027325,0.4223760361664569,,,,,
264,0.05140074902439168,0.08449611271561515,0.4221905850055589,,,,,
265,0.051442963210993495,0.08449989043315184,0.4219036762956317,,,,,
266,0.05146394169059252,0.08463690393337218,0.42177236147285235,,,,,
267,0.05157518836335362,0.08462782595354154,0.42165049700738944,,,,,
268,0.051503568002870245,0.08469779106603834,0.4216388954628659,,,,,
269,0.05137869936248991,0.08469239818745189,0.42144454468317283,,,,,
270,0.05133190676335401,0.08467430627218012,0.42119851406502173,,,,,
271,0.05100172011031199,0.08471505427524936,0.42101121767184635,,,,,
272,0.05100643203853343,0.08469960941270502,0.4208281190036793,,,,,
273,0.051103431379475206,0.08464641040978853,0.42088395725683475,,,,,
274,0.0511316746973446,0.08452227914988551,0.420647586573282,,,,,
275,0.05100494388299208,0.08428841674638762,0.41996958665186046,,,,,
276,0.050896560988192216,0.08430847008711914,0.419701454832348,,,,,
277,0.050952312843749535,0.08430414840316622,0.4197006000363023,,,,,
278,0.05046795309567955,0.08411533500009089,0.4190079576969266,,,,,
279,0.05020060488875287,0.0839456561635105,0.4186881071713907,,,,,
280,0.050237297723791575,0.08377867372259802,0.4183756112050805,,,,,
281,0.049967075254621955,0.08376108165875769,0.4182479695318104,,,,,
282,0.05000406133684439,0.08366678321084102,0.418271095848885,,,,,
283,0.04978688644875383,0.0833556047713008,0.4175380193920578,,,,,
284,0.04921283014166286,0.08307190885816762,0.4173121266194735,,,,,
285,0.049171938395080585,0.08290485975631239,0.41703797308722923,,,,,
286,0.04925953202138526,0.08266999783771642,0.41630621317045213,,,,,
287,0.04919441218119327,0.08232740544958225,0.4160463170907708,,,,,
288,0.0490606323440288,0.08216856564655317,0.41568565650416983,,,,,
289,0.049275915127091605,0.08203388729488295,0.4155787939515402,,,,,
290,0.049301496823247866,0.08190072427953879,0.4157037971240503,,,,,
291,0.049137201123917944,0.08176299126103562,0.4151878169765184,,,,,
292,0.04920497287058377,0.08186063327044182,0.4151629568502342,,,,,
293,0.04904159908811327,0.08174453917472493,0.41498529374640186,,,,,
294,0.04890460964765114,0.081715314709421,0.41494672152070783,,,,,
295,0.0488799562458298,0.08164411338402719,0.4145870371534606,,,,,
296,0.04886112306311986,0.08150739017754063,0.4138580827972936,,,,,
297,0.04866956733324134,0.08150161344711994,0.41360201414265213,,,,,
298,0.0484989455321019,0.08088878872603421,0.41298522556958045,,,,,
299,0.04843278601271348,0.0808891593617285,0.41254426745902395,,,,,
